timestamp,hosts,containers_total,total_cpu_cores,total_mem_mb,total_swap_mb,total_disk_gb,cpu_total_pct,cpu_user_pct,cpu_system_pct,cpu_iowait_pct,cpu_idle_pct,mem_used_mb,mem_used_pct,swap_used_pct,disk_used_pct,disk_read_bps,disk_write_bps,disk_latency_ms,disk_iops,net_in_bps,net_out_bps,net_err_rate,load1,proc_running,ctr_cpu_total_pct,ctr_mem_used_pct_of_limit,ctr_unhealthy_count,ctr_exited_count,anomaly,anomaly_type,failure,event_cpu_active,event_leak_active,event_io_active,degradation_active,ttf_minutes,failure_within_horizon
2026-02-17 00:03:00+00:00,2,10,32,16384,8192,2000,24.070802,12.822445,5.342081,2.233941,75.929198,9323,56.906881,8.085726,50.152195,401757,30000,8.052318,10,97894,17251,1.3e-05,4.520862,33,0.0,10.0,0,0,0,0,0,0,0,0,0,1038.833333,False
2026-02-17 00:03:10+00:00,2,10,32,16384,8192,2000,31.481852,11.882444,4.532583,0.820931,68.518148,9432,57.573411,9.555556,50.327618,737726,512756,12.292598,30,55835,9561,0.00033,6.009115,45,8.113577,13.304875,0,0,0,0,0,0,0,0,0,1038.666667,False
2026-02-17 00:03:20+00:00,2,10,32,16384,8192,2000,26.74846,15.45224,6.349227,1.38659,73.25154,9736,59.425402,6.21576,49.073458,267498,47113,7.662185,7,25280,12889,0.000206,4.252276,39,5.966531,10.0,0,0,0,0,0,0,0,0,0,1038.5,False
2026-02-17 00:03:30+00:00,2,10,32,16384,8192,2000,34.482341,13.890922,4.240388,0.828861,65.517659,9877,60.285706,6.024045,49.678737,445837,432409,10.137169,21,23261,8902,3.6e-05,5.110424,31,6.113689,12.46715,0,0,0,0,0,0,0,0,0,1038.333333,False
2026-02-17 00:03:40+00:00,2,10,32,16384,8192,2000,35.468084,14.887041,5.89744,1.990089,64.531916,9798,59.804498,12.456871,51.583946,792672,502899,13.081754,31,67453,8000,9e-06,5.542603,36,9.979556,10.0,0,0,0,0,0,0,0,0,0,1038.166667,False
2026-02-17 00:03:50+00:00,2,10,32,16384,8192,2000,33.566566,12.57299,5.189888,1.268207,66.433434,10166,62.050083,6.255396,51.547493,248627,421901,10.016607,16,27944,34578,5.5e-05,5.910187,34,1.663834,10.0,0,0,0,0,0,0,0,0,0,1038.0,False
2026-02-17 00:04:00+00:00,2,10,32,16384,8192,2000,28.320136,14.418232,5.232209,1.385075,71.679864,10107,61.692547,5.980937,49.260383,323184,405454,9.416465,17,36304,8020,0.00013,5.099218,40,0.038339,10.0,0,0,0,0,0,0,0,0,0,1037.833333,False
2026-02-17 00:04:10+00:00,2,10,32,16384,8192,2000,26.193202,13.300316,7.376268,1.211114,73.806798,11654,71.136172,5.130249,49.821193,238452,30000,7.133613,6,362556,48752,6.7e-05,4.276355,34,0.0,10.0,0,0,0,0,0,0,0,0,0,1037.666667,False
2026-02-17 00:04:20+00:00,2,10,32,16384,8192,2000,30.476446,15.235966,5.34282,1.368057,69.523554,8434,51.480775,9.733247,49.378725,629211,30000,9.346624,16,51248,45067,7.3e-05,6.90753,35,4.447666,10.0,0,0,0,0,0,0,0,0,0,1037.5,False
2026-02-17 00:04:30+00:00,2,10,32,16384,8192,2000,31.634127,12.493971,3.65956,1.4959,68.365873,8771,53.535087,5.03764,51.680322,214131,387638,8.855498,14,136757,31357,0.00017,6.529076,37,4.139141,17.051121,0,0,0,0,0,0,0,0,0,1037.333333,False
2026-02-17 00:04:40+00:00,2,10,32,16384,8192,2000,29.575789,12.799839,4.930844,1.666827,70.424211,8795,53.68454,5.85142,50.369392,104372,492664,9.269774,14,22648,16640,0.000125,4.980027,36,10.236601,10.0,0,0,0,0,0,0,0,0,0,1037.166667,False
2026-02-17 00:04:50+00:00,2,10,32,16384,8192,2000,35.627776,9.189129,4.739638,1.871135,64.372224,8591,52.43575,5.543759,48.489601,76951,227798,7.55851,7,82386,36970,0.000102,3.860161,38,15.582719,10.0,0,0,0,0,0,0,0,0,0,1037.0,False
2026-02-17 00:05:00+00:00,2,10,32,16384,8192,2000,38.748337,14.924072,4.078132,2.582296,61.251663,10346,63.149287,5.551402,48.814535,76342,776222,10.694383,20,397751,39202,7.7e-05,6.588677,45,11.123044,21.522975,0,0,0,0,0,0,0,0,0,1036.833333,False
2026-02-17 00:05:10+00:00,2,10,32,16384,8192,2000,24.729187,12.534224,5.812036,2.240364,75.270813,8888,54.250067,9.233477,49.888775,119606,42006,7.101881,3,66816,152506,8.2e-05,3.972009,32,0.694939,13.019687,0,0,0,0,0,0,0,0,0,1036.666667,False
2026-02-17 00:05:20+00:00,2,10,32,16384,8192,2000,32.578148,12.265405,4.637324,2.274086,67.421852,9031,55.121154,5.933475,50.383233,50000,313952,7.986621,8,10000,37852,9e-06,4.749792,31,4.908747,10.0,0,0,0,0,0,0,0,0,0,1036.5,False
2026-02-17 00:05:30+00:00,2,10,32,16384,8192,2000,30.160042,14.902579,4.788702,1.908862,69.839958,9877,60.288991,7.143468,51.948808,50000,30000,6.733181,1,84943,53781,3.8e-05,4.531055,36,6.208857,10.0,0,0,0,0,0,0,0,0,0,1036.333333,False
2026-02-17 00:05:40+00:00,2,10,32,16384,8192,2000,30.997863,14.957208,6.015171,2.147402,69.002137,10321,63.00035,6.475732,49.963247,57437,113400,6.533747,4,34013,60362,0.000169,3.05867,30,2.272269,10.0,0,0,0,0,0,0,0,0,0,1036.166667,False
2026-02-17 00:05:50+00:00,2,10,32,16384,8192,2000,36.171128,11.64275,3.962825,1.560026,63.828872,10514,64.173197,5.027247,49.727041,50000,35682,6.206712,2,11156,81478,0.000113,5.446388,33,10.860148,15.064138,0,0,0,0,0,0,0,0,0,1036.0,False
2026-02-17 00:06:00+00:00,2,10,32,16384,8192,2000,27.950989,15.262843,4.399847,1.7627,72.049011,9199,56.148927,5.847239,49.584344,200065,103085,8.101991,7,10000,53407,5.3e-05,4.430206,40,0.0,12.935244,0,0,0,0,0,0,0,0,0,1035.833333,False
2026-02-17 00:06:10+00:00,2,10,32,16384,8192,2000,31.204097,15.814757,4.240427,1.569942,68.795903,9543,58.246861,11.557565,51.460782,327373,30000,7.961717,8,17342,8000,9.9e-05,4.536796,40,9.386814,16.402579,0,0,0,0,0,0,0,0,0,1035.666667,False
2026-02-17 00:06:20+00:00,2,10,32,16384,8192,2000,31.093435,15.528122,5.047003,1.408227,68.906565,9372,57.207416,6.658159,49.997923,111133,312497,8.566777,10,17006,22662,0.000137,6.126005,35,0.0,16.506434,0,0,0,0,0,0,0,0,0,1035.5,False
2026-02-17 00:06:30+00:00,2,10,32,16384,8192,2000,35.820228,12.574629,4.631631,1.028438,64.179772,9105,55.575067,7.001041,50.464696,333216,52064,7.96823,9,66168,8000,0.00032,6.961038,39,7.288904,10.0,0,0,0,0,0,0,0,0,0,1035.333333,False
2026-02-17 00:06:40+00:00,2,10,32,16384,8192,2000,31.60051,14.951011,4.744423,1.7448,68.39949,10174,62.101895,6.504674,48.884454,378179,89596,8.643837,11,70446,10136,0.000173,5.256905,42,11.307879,10.0,0,0,0,0,0,0,0,0,0,1035.166667,False
2026-02-17 00:06:50+00:00,2,10,32,16384,8192,2000,33.992583,15.175986,3.711865,1.071879,66.007417,10261,62.628484,5.762026,50.811766,535273,165082,9.349718,17,37470,20216,1.2e-05,6.586658,40,0.0,10.0,0,0,0,0,0,0,0,0,0,1035.0,False
2026-02-17 00:07:00+00:00,2,10,32,16384,8192,2000,37.532345,12.764667,3.634766,2.128276,62.467655,10131,61.835407,7.998808,51.788922,156519,405793,8.973588,13,20019,26976,4.8e-05,6.460883,38,0.0,16.335608,0,0,0,0,0,0,0,0,0,1034.833333,False
2026-02-17 00:07:10+00:00,2,10,32,16384,8192,2000,28.451416,14.994763,4.735943,2.233223,71.548584,10628,64.871438,6.504254,49.429322,189448,30000,7.131274,5,65576,8000,7e-06,3.634599,39,11.779424,10.0,0,0,0,0,0,0,0,0,0,1034.666667,False
2026-02-17 00:07:20+00:00,2,10,32,16384,8192,2000,25.822102,14.287508,4.821258,1.025362,74.177898,8856,54.054431,6.901908,50.097892,93497,252662,7.902927,8,41236,43812,9e-05,5.04539,40,12.875016,10.0,0,0,0,0,0,0,0,0,0,1034.5,False
2026-02-17 00:07:30+00:00,2,10,32,16384,8192,2000,31.711307,13.13472,5.004226,1.693737,68.288693,9825,59.971761,5.618063,51.183651,72321,644621,9.242364,17,75142,50846,6.1e-05,5.497105,40,10.22363,10.0,0,0,0,0,0,0,0,0,0,1034.333333,False
2026-02-17 00:07:40+00:00,2,10,32,16384,8192,2000,29.882347,16.846961,4.672496,1.858145,70.117653,8781,53.595174,7.043571,49.768949,449408,345201,9.714263,19,66317,143821,1.9e-05,4.579247,34,0.0,10.0,0,0,0,0,0,0,0,0,0,1034.166667,False
2026-02-17 00:07:50+00:00,2,10,32,16384,8192,2000,30.593383,12.077213,6.609949,1.343863,69.406617,9220,56.277817,8.004149,49.111318,233849,61959,7.286213,7,116628,62136,6.8e-05,4.879696,31,0.540287,10.0,0,0,0,0,0,0,0,0,0,1034.0,False
2026-02-17 00:08:00+00:00,2,10,32,16384,8192,2000,32.511208,17.29049,4.280603,1.058785,67.488792,10565,64.484331,8.773665,49.1944,50000,347692,8.388381,9,105526,16575,6e-06,5.364654,34,3.267027,14.337342,0,0,0,0,0,0,0,0,0,1033.833333,False
2026-02-17 00:08:10+00:00,2,10,32,16384,8192,2000,36.328171,14.579214,3.978625,1.958814,63.671829,9569,58.409903,7.590356,50.057585,171248,75207,7.352493,6,57760,53969,6.3e-05,5.248278,31,4.175337,10.0,0,0,0,0,0,0,0,0,0,1033.666667,False
2026-02-17 00:08:20+00:00,2,10,32,16384,8192,2000,34.398371,14.329954,4.262299,0.833897,65.601629,8848,54.006924,5.008231,49.431978,132037,224179,8.40772,8,69040,141628,0.000472,5.203216,37,9.145334,22.40227,0,0,0,0,0,0,0,0,0,1033.5,False
2026-02-17 00:08:30+00:00,2,10,32,16384,8192,2000,30.702967,13.08859,3.370046,1.562815,69.297033,10558,64.44232,8.452836,49.466481,140385,176267,7.485678,7,60262,80977,0.000294,4.681666,31,4.241565,10.0,0,0,0,0,0,0,0,0,0,1033.333333,False
2026-02-17 00:08:40+00:00,2,10,32,16384,8192,2000,29.146151,13.985245,4.255222,2.906119,70.853849,9068,55.350842,5.486319,49.662258,262831,43515,8.204368,7,20810,277506,0.000232,4.399053,30,6.749413,10.0,0,0,0,0,0,0,0,0,0,1033.166667,False
2026-02-17 00:08:50+00:00,2,10,32,16384,8192,2000,32.668558,14.956991,4.754797,1.982532,67.331442,9161,55.918899,6.378216,49.195534,243465,84925,7.512306,8,10000,41374,8.5e-05,6.023762,34,5.171524,21.516796,0,0,0,0,0,0,0,0,0,1033.0,False
2026-02-17 00:09:00+00:00,2,10,32,16384,8192,2000,34.365226,11.57589,4.455008,1.043361,65.634774,9967,60.83932,9.380744,49.997452,141661,34193,7.06535,4,363531,70980,6.2e-05,5.6475,36,5.60725,10.0,0,0,0,0,0,0,0,0,0,1032.833333,False
2026-02-17 00:09:10+00:00,2,10,32,16384,8192,2000,27.713054,13.991666,6.194354,1.079006,72.286946,9717,59.311898,11.590958,50.058548,252530,729541,10.566882,23,46535,56478,0.000148,4.940872,36,10.096895,22.892774,0,0,0,0,0,0,0,0,0,1032.666667,False
2026-02-17 00:09:20+00:00,2,10,32,16384,8192,2000,32.843723,16.117421,5.546373,0.713878,67.156277,10391,63.42194,5.080472,49.214047,220171,298561,9.339174,12,29891,21466,9.3e-05,5.964194,31,2.750965,17.212553,0,0,0,0,0,0,0,0,0,1032.5,False
2026-02-17 00:09:30+00:00,2,10,32,16384,8192,2000,31.229951,13.659443,4.618213,0.712736,68.770049,10618,64.812475,8.607878,51.771084,1024395,279889,13.067723,31,11330,10017,0.000194,4.881794,30,3.751177,10.0,0,0,0,0,0,0,0,0,0,1032.333333,False
2026-02-17 00:09:40+00:00,2,10,32,16384,8192,2000,32.728177,15.155402,4.664507,1.237222,67.271823,8404,51.295113,5.680283,50.034353,533518,239593,9.695448,18,46118,87391,8.4e-05,6.781615,29,7.470362,10.0,0,0,0,0,0,0,0,0,0,1032.166667,False
2026-02-17 00:09:50+00:00,2,10,32,16384,8192,2000,32.761254,14.231644,7.385927,1.38349,67.238746,8996,54.907384,5.667029,49.358717,264007,383567,9.508583,15,37271,224763,0.000371,5.702169,38,6.610393,10.0,0,0,0,0,0,0,0,0,0,1032.0,False
2026-02-17 00:10:00+00:00,2,10,32,16384,8192,2000,32.508554,14.190872,5.263881,1.542174,67.491446,9976,60.893188,11.037937,52.026255,132391,187983,7.539512,7,23311,108614,0.000201,5.215837,33,0.596288,10.0,0,0,0,0,0,0,0,0,0,1031.833333,False
2026-02-17 00:10:10+00:00,2,10,32,16384,8192,2000,32.16231,12.040728,4.321581,1.871021,67.83769,9625,58.748666,5.422607,50.412266,690305,207552,10.573643,21,10000,49122,0.000192,5.257828,39,0.190689,11.989537,0,0,0,0,0,0,0,0,0,1031.666667,False
2026-02-17 00:10:20+00:00,2,10,32,16384,8192,2000,26.035499,16.044792,5.016113,1.5226,73.964501,10062,61.418209,7.09062,50.615615,212422,343261,9.389393,13,31134,45453,3.2e-05,6.07721,35,4.68921,10.0,0,0,0,0,0,0,0,0,0,1031.5,False
2026-02-17 00:10:30+00:00,2,10,32,16384,8192,2000,34.284314,14.258339,4.683205,1.731994,65.715686,11273,68.810646,5.906105,51.982309,460940,90020,9.276988,13,12604,118723,0.000511,5.495997,40,2.983514,10.0,0,0,0,0,0,0,0,0,0,1031.333333,False
2026-02-17 00:10:40+00:00,2,10,32,16384,8192,2000,30.778915,12.619864,5.906359,0.851412,69.221085,8917,54.428944,6.983808,49.747668,519185,126840,9.077603,15,18343,114046,0.000141,5.618976,32,7.90788,10.0,0,0,0,0,0,0,0,0,0,1031.166667,False
2026-02-17 00:10:50+00:00,2,10,32,16384,8192,2000,30.918912,15.959707,5.265168,1.194928,69.081088,7794,47.576635,6.814897,49.525655,760763,240222,10.894439,24,35733,13147,7.2e-05,4.461986,39,7.173817,17.858917,0,0,0,0,0,0,0,0,0,1031.0,False
2026-02-17 00:11:00+00:00,2,10,32,16384,8192,2000,31.989602,12.163902,5.797095,1.589113,68.010398,10153,61.973393,5.136762,49.796293,50000,89844,6.589581,3,108038,163064,0.000132,4.410927,40,0.0,10.0,0,0,0,0,0,0,0,0,0,1030.833333,False
2026-02-17 00:11:10+00:00,2,10,32,16384,8192,2000,39.399216,15.175609,4.486983,1.329564,60.600784,9353,57.088129,10.630071,48.312609,114322,137302,7.246975,6,10000,78875,0.000214,7.659818,39,13.274507,10.0,0,0,0,0,0,0,0,0,0,1030.666667,False
2026-02-17 00:11:20+00:00,2,10,32,16384,8192,2000,37.23729,13.628325,3.991345,2.04786,62.76271,9364,57.154721,5.945318,51.234947,819840,672076,13.901824,36,87371,12140,7.7e-05,4.689024,35,0.0,10.0,0,0,0,0,0,0,0,0,0,1030.5,False
2026-02-17 00:11:30+00:00,2,10,32,16384,8192,2000,28.468792,11.932077,4.360927,1.975413,71.531208,9330,56.951122,5.199833,50.796424,50000,147664,7.616417,4,38572,8000,2e-06,4.23649,42,6.568954,10.0,0,0,0,0,0,0,0,0,0,1030.333333,False
2026-02-17 00:11:40+00:00,2,10,32,16384,8192,2000,37.497522,13.063237,4.125807,0.259796,62.502478,10342,63.126666,5.518765,48.449698,519688,304072,10.177992,20,15956,8000,4.3e-05,4.403096,37,3.80829,15.981089,0,0,0,0,0,0,0,0,0,1030.166667,False
2026-02-17 00:11:50+00:00,2,10,32,16384,8192,2000,27.21661,15.751272,4.733479,1.448614,72.78339,10186,62.175687,8.40744,49.845562,98915,96724,6.901877,4,42841,19103,0.000187,7.043171,40,0.187674,10.0,0,0,0,0,0,0,0,0,0,1030.0,False
2026-02-17 00:12:00+00:00,2,10,32,16384,8192,2000,30.49567,12.89689,4.775878,1.584367,69.50433,9128,55.716333,14.534464,49.079473,253126,367371,8.727083,15,24275,46175,0.000456,6.59875,35,5.314569,12.714475,0,0,0,0,0,0,0,0,0,1029.833333,False
2026-02-17 00:12:10+00:00,2,10,32,16384,8192,2000,32.490515,11.733415,6.773558,0.471598,67.509485,8673,52.939283,9.620683,49.851636,311014,157681,9.107389,11,13223,9050,1.8e-05,4.334978,35,5.038483,18.909522,0,0,0,0,0,0,0,0,0,1029.666667,False
2026-02-17 00:12:20+00:00,2,10,32,16384,8192,2000,33.630877,16.515966,4.876576,1.711957,66.369123,8758,53.458661,5.517595,51.186852,788867,115479,10.076943,22,45399,100524,0.000323,5.441937,31,0.483946,14.824874,0,0,0,0,0,0,0,0,0,1029.5,False
2026-02-17 00:12:30+00:00,2,10,32,16384,8192,2000,29.793815,15.206127,4.827418,1.922757,70.206185,10276,62.719743,6.127543,50.073751,50000,327486,7.473875,9,103749,8000,0.000243,4.931905,32,0.0,10.0,0,0,0,0,0,0,0,0,0,1029.333333,False
2026-02-17 00:12:40+00:00,2,10,32,16384,8192,2000,34.798378,15.778967,5.200706,1.101425,65.201622,10572,64.527783,5.274323,50.577478,468228,30000,8.437461,12,98796,8000,5.9e-05,6.805593,35,0.299524,14.473669,0,0,0,0,0,0,0,0,0,1029.166667,False
2026-02-17 00:12:50+00:00,2,10,32,16384,8192,2000,31.545817,13.825017,4.862725,0.868882,68.454183,9521,58.113804,10.629016,50.589398,613881,231480,10.021284,20,65392,8000,3.3e-05,5.939565,28,0.0,10.0,0,0,0,0,0,0,0,0,0,1029.0,False
2026-02-17 00:13:00+00:00,2,10,32,16384,8192,2000,31.068742,13.832512,3.708881,1.687273,68.931258,9267,56.564596,5.984,49.131142,74943,30000,6.606998,2,85888,36671,1e-06,4.702625,39,7.739105,10.0,0,0,0,0,0,0,0,0,0,1028.833333,False
2026-02-17 00:13:10+00:00,2,10,32,16384,8192,2000,29.486926,12.013842,5.383811,1.803832,70.513074,9325,56.920268,10.823936,50.585762,143941,30000,6.612268,4,60575,31968,7.2e-05,3.42984,29,0.0,10.0,0,0,0,0,0,0,0,0,0,1028.666667,False
2026-02-17 00:13:20+00:00,2,10,32,16384,8192,2000,33.613902,13.293141,3.467023,0.480958,66.386098,8546,52.162342,8.624231,51.12473,605816,244406,10.664932,20,63514,37671,0.000128,5.869972,43,0.0,10.0,0,0,0,0,0,0,0,0,0,1028.5,False
2026-02-17 00:13:30+00:00,2,10,32,16384,8192,2000,27.682924,12.493629,2.452209,1.93039,72.317076,10387,63.403215,7.638038,49.714906,293700,41245,7.88296,8,22752,54157,0.000162,3.484372,34,0.0,19.198267,0,0,0,0,0,0,0,0,0,1028.333333,False
2026-02-17 00:13:40+00:00,2,10,32,16384,8192,2000,27.209076,13.167025,5.433871,1.504815,72.790924,10210,62.318084,5.667584,50.603555,193139,129908,7.901757,7,115798,8000,8.5e-05,4.76828,30,8.986584,12.075037,0,0,0,0,0,0,0,0,0,1028.166667,False
2026-02-17 00:13:50+00:00,2,10,32,16384,8192,2000,32.163308,13.413765,4.603054,0.288641,67.836692,8613,52.571493,9.714552,50.165807,89312,70746,6.523981,3,10000,41270,0.000115,7.727595,40,3.398334,10.0,0,0,0,0,0,0,0,0,0,1028.0,False
2026-02-17 00:14:00+00:00,2,10,32,16384,8192,2000,31.098983,13.775572,4.3322,2.130933,68.901017,9897,60.408165,6.318051,49.524969,184657,166092,7.802358,8,22832,48820,3.1e-05,4.598017,36,0.480698,10.0,0,0,0,0,0,0,0,0,0,1027.833333,False
2026-02-17 00:14:10+00:00,2,10,32,16384,8192,2000,33.982491,17.18529,4.800023,1.126658,66.017509,9678,59.07279,5.330074,50.741633,452331,756633,12.346672,29,25457,27411,1.2e-05,5.967209,36,3.855182,22.998554,0,0,0,0,0,0,0,0,0,1027.666667,False
2026-02-17 00:14:20+00:00,2,10,32,16384,8192,2000,29.652105,14.794808,3.987207,0.883703,70.347895,9956,60.7669,8.944197,50.91577,168973,209496,7.74608,9,65347,26871,1.8e-05,3.202138,29,0.0,10.0,0,0,0,0,0,0,0,0,0,1027.5,False
2026-02-17 00:14:30+00:00,2,10,32,16384,8192,2000,34.346691,12.373047,3.952107,1.186425,65.653309,8650,52.797075,5.20947,49.432231,578137,210959,10.237549,19,71987,31233,5e-06,5.819477,41,7.881815,10.0,0,0,0,0,0,0,0,0,0,1027.333333,False
2026-02-17 00:14:40+00:00,2,10,32,16384,8192,2000,35.390782,11.949732,3.957776,1.176552,64.609218,10775,65.770034,6.564133,51.089499,1038594,312108,12.45289,32,20765,14649,9.3e-05,5.60945,32,15.700251,10.0,0,0,0,0,0,0,0,0,0,1027.166667,False
2026-02-17 00:14:50+00:00,2,10,32,16384,8192,2000,31.763515,13.805106,4.416178,1.677831,68.236485,11065,67.538008,5.15043,47.843047,124786,240095,7.877743,8,10000,72248,4.4e-05,5.020194,40,1.932865,10.0,0,0,0,0,0,0,0,0,0,1027.0,False
2026-02-17 00:15:00+00:00,2,10,32,16384,8192,2000,31.943121,14.386576,4.777833,1.660728,68.056879,9505,58.016826,7.11253,49.409159,50000,360862,8.166803,10,31454,29212,8.8e-05,3.619383,34,0.765918,10.0,0,0,0,0,0,0,0,0,0,1026.833333,False
2026-02-17 00:15:10+00:00,2,10,32,16384,8192,2000,35.281031,16.228773,5.212607,1.139002,64.718969,10836,66.142084,5.832449,48.813132,668946,30000,9.336815,17,18328,8000,5.9e-05,4.952534,38,10.278724,10.0,0,0,0,0,0,0,0,0,0,1026.666667,False
2026-02-17 00:15:20+00:00,2,10,32,16384,8192,2000,32.045159,15.317665,4.314612,0.721136,67.954841,10322,63.003389,6.712811,49.998636,86556,1026558,11.73744,27,33485,28978,0.000398,5.628176,33,0.0,12.611763,0,0,0,0,0,0,0,0,0,1026.5,False
2026-02-17 00:15:30+00:00,2,10,32,16384,8192,2000,26.162817,16.244267,3.362054,0.899552,73.837183,9914,60.515546,5.36243,48.928827,66522,447765,8.505691,12,17243,19640,3.3e-05,4.852062,38,10.305691,10.0,0,0,0,0,0,0,0,0,0,1026.333333,False
